artist_id,artist_name,song_id,song_name,loudness,song_hotttnesss,tempo,key_confidence,mode_confidence,year,artist_hotttnesss,duration
ARF3HEO1187B9AF2F4,Donnie McClurkin,SOTJLKO12A8AE4888B,All I Ever Really Wanted,-6.129,0.4574471670851005,143.986,0.588,0.687,0,0.4872029945562743,198.5824
ARXBXVM11E9057944C,NewFound Road,SOHSPMJ12AB0181C96,Brand New Broken Heart,-5.864,0.2538347361322313,223.34,1.0,0.846,2009,0.3837005791799843,176.56118
ARS26BQ1187B99466D,Vilma Palma e Vampiros,SOEFZVQ12A8C138735,Te quiero tanto,-6.107,nan,127.803,0.203,0.454,1993,0.3781069651042197,210.05016
ARXZIHJ1187B9A4ED9,Ray Conniff,SOIDOHE12A8C135371,Yesterdays,-14.286,0.0,65.852,0.143,0.398,0,0.3765142312148788,191.63383
AR6C8EJ1187FB3F473,Nelson Ned,SORTRUL12A6D4FA12A,Mi Sangre Latino,-12.026,0.24731709912816252,85.7,0.394,0.514,0,0.32188268994567615,177.6322
AR199MY1187B9B731E,Madilu System,SOMKRRH12A8C13C411,Vincent,-3.871,0.349166902124596,130.126,0.0,0.108,0,0.2946078927864776,451.44771
ARKCYJV1187FB392E9,Set Your Goals,SOSVWIE12A8C143BD4,the fallen...,-2.192,0.718391330289943,194.532,0.124,0.299,2009,0.549749651587439,204.40771
ARTE6AQ1187B9B2826,The High Strung,SOBXEJI12A58A79725,The Lifestyle That Got Away,-2.679,0.37952332442218817,95.11,0.623,0.631,2009,0.3968002189789247,153.73016
AROEL1B1187B988B90,Lost Boyz,SOOTDEC12A6701D0FF,Get Your Hustle On,-9.725,0.4081108835105221,93.174,0.165,0.406,1997,0.41224060053560735,243.53914
ARQL2SZ1187B99244B,Nic Endo,SOCAKKR12AB01866C9,Future Prospects,-2.928,0.2998774882739778,88.4,0.331,0.439,1998,0.4311598045537051,388.0224
ARD2NDU1187B99B615,Dropkick Murphys,SOJWGEI12A8C13CA8F,Skinhead on the MBTA (Album Version),-3.918,nan,168.21,0.909,0.396,1997,0.5684918154445614,229.51138
ARSAJKR1187FB4C5DC,Kim Wilson,SOINZJI12A8C1337A1,Love Attack,-8.096,0.26695518627553855,119.644,0.577,0.641,2003,0.32899785889428945,286.51057
AR08GQF1187B98E316,Daath,SOBTQGV12A8AE496ED,Above Lucium (LP Version),-3.961,nan,150.163,0.06,0.364,2006,0.35070665990043637,248.81587
ARNDB1X1187B990AA0,Suicidal Tendencies,SOIMSRQ12A6D4F648F,Human Guinea Pig,-9.96,0.5786581877569713,186.159,0.768,0.681,1987,0.5261825563468479,125.90975
ARBUHDB1187FB3E72C,Bobby Vee,SOMNRNZ12A8C144C90,Wink Of An Eye,-10.872,0.0,132.109,0.959,0.725,0,0.39524762318141715,256.28689
ARKC83D1187B9AB367,Bill & Gloria Gaither,SOQUGOE12A6D4FA6FF,Awesome God,-13.991,0.2707759989463275,139.23,0.345,0.463,0,0.31962677591740224,181.15873
ARXLOGT1187FB45068,Jennifer Brown,SONYXMF12A8C13EB31,Naked,-8.246,nan,90.915,0.512,0.655,1998,0.3863121306001651,239.0722
ARGKPBC1187B9ADF8E,Jean Lumière,SOPUMFQ12AB0187B54,Le temps des cerises,-10.621,nan,38.644,0.0,0.0,2002,0.2618223854964904,183.37914
ARTWPGO1187FB52DC3,Elephant Man,SOLMCUV12A6BD54773,Loud And Clear,-7.286,0.23962909777363708,125.618,0.26,0.243,0,0.459189194680227,128.80934
ARLZ6BF1187FB3DD6A,Alain Souchon,SOFFRFP12A6D4FA748,J'veux Du Cuir (Live),-13.578,0.21204540548371908,89.168,0.411,0.538,0,0.37301167340505914,217.02485
ARO5P0H1187FB5BAD7,Pepper,SOTOHAH12AAF3B51FC,Freeze,-5.286,0.5407860086397724,220.104,0.517,0.525,2008,0.4714932266763217,204.5122
ARIJ7MR1187B9B484E,Peggy Zina,SOPRVWD12A8C13A711,Alli Mia Fora,-8.301,nan,131.991,0.397,0.334,0,0.3041842562084854,217.33832
AR2D6TV1187B9B2FBF,FIR,SOHSEBB12A8C139D2A,Lydia [Piano Version],-14.44,0.0,122.041,0.546,0.751,0,0.3842029390165021,206.57587
AREDTTS1187FB5357E,Eric Champion,SONWUYB12AB017FDC5,Dress Me Up,-10.42,nan,122.421,0.536,0.375,1996,0.33400249749664485,327.49669
AR58SW81187B992CA0,Zeltinger Band,SOSFHGJ12AB01857C0,Wo bleibt die Mark?,-7.768,0.0,140.264,0.571,0.494,0,0.2859426785719027,222.24934
ARXJJSN1187B98CB37,Bebe Winans,SOZOOYV12A6D4F445F,Love Thing,-10.486,0.30416950343527516,161.405,0.0,0.296,2002,0.48818138999888305,278.22975
ARMR44C1187FB433D2,Penguin Café Orchestra,SOPEKCH12A6D4F66B3,Bean Fields (Live) (2001 Digital Remaster),-9.057,0.2707759989463275,128.298,0.649,0.68,2001,0.40650824851981693,270.78485
ARJKZOP11F50C51177,Colombiafrica - The Mystic Orchestra,SOKGTMG12AB0180460,Sambangole / Tres Golpes Na' Mas,-7.998,0.1996827527957479,186.121,0.043,0.059,2007,0.20130755802913305,318.79791
ARE8GLF1187FB52532,Red Hot Chili Peppers,SOBANAT12A6D4F7501,Naked In The Rain (Album Version),-10.557,0.7064300720873594,116.282,0.417,0.446,1991,0.5769038155883393,265.63873
ARA2CR31187FB36A39,The Kitchen,SOLVAIC12AC90716B8,Who Are You?,-6.025,nan,142.911,0.655,0.535,0,0.0,213.10649
AR1DC0611A348EFB30,Statues,SOLDRTU12AB01838B9,There Are Things I Think You Should Know,-6.618,0.0,173.357,0.0,0.0,0,0.33567760937721514,155.6371
ARBHBE91187B9A1F58,Jonny Lang,SOZCURA12AF72A17B1,The One I Got,-6.067,0.6030301447935913,136.932,0.577,0.596,2003,0.48678302492271036,208.32608
ARMB95F1187B9B5B93,Cam'Ron / JR Writer,SOPFWNZ12A8C13B9C6,Shake,-6.61,0.5054873431493758,115.139,0.0,0.12,2004,0.515325300572259,208.92689
ARMY5XE1187FB38AF3,Novembre,SOWKINI12A8C135E39,Triesteitaliana,-6.163,nan,124.078,0.107,0.329,2007,0.4130704113943118,295.23546
AR32JLC1187B9946AF,X-Raided,SOELUMB12AB01819CE,Thug Queen,-6.83,0.0,161.976,0.165,0.191,0,0.438701670044784,242.59873
AR5TQ1T1187FB59492,Cornell Campbell,SOXYGNC12A67021C29,Give Your Love To Me,-15.076,nan,140.048,0.672,0.451,0,0.3832290261922142,215.01342
ARIRBO11187FB4B219,Donna The Buffalo,SOYNMIH12AB0181C0A,Tides Of Time,-6.199,0.46048484498641545,151.493,0.606,0.487,1999,0.37453002882015307,281.93914
ARYKCQI1187FB3B18F,Tesla,SOIDTWY12AB018CDB4,So What!,-3.257,nan,88.127,0.002,0.276,2008,0.5134632897021558,228.98893
AR5MSL51187FB52E11,ÄI-TIEM,SOUOHOA12A6D4FBCE0,Kleina Wixa,-10.62,nan,172.02,0.551,0.482,1993,0.0,200.48934
AR6W5MS1187FB3BF47,Little Feat,SOCSLWU12A58A7E43A,Down On The Farm (2006 Remastered Edit Version),-9.978,0.2707759989463275,97.342,0.177,0.561,2006,0.4791874922357341,228.98893
AR78ZID1187B9B31ED,Mikey Dread,SODDPYN12A8C132735,Two Track Dub (Dub / Instrumental Reggae Music),-13.192,nan,145.055,0.25,0.276,1982,0.3604457658067229,373.26322
AR6IJ6U1187B99FC7C,Alberto Cortez,SOJKDEC12A8C131E8B,Distancia,-5.896,0.3347065490692206,91.008,0.643,0.536,1989,0.32841373787793265,252.78649
ARMIQRB12298900AFB,Conjunto Mar Azul,SOKBBXV12AB0186B8A,Papel Quemado,-5.129,nan,93.961,0.691,0.586,0,0.0,309.96853
AR4R1FL1187FB55C3B,Death From Above 1979,SOINDRZ12A6701DAF6,Romantic Rights,-7.163,0.718485474655334,150.155,0.62,0.643,2004,0.46707100634498944,195.29098
AR6XPWV1187B9ADAEB,Foo Fighters,SOUVVUV12A8AE48414,If Ever,-7.442,0.49271363957256076,150.83,0.315,0.485,2007,0.5507620846559074,253.67465
ARBVHDI1187FB436DF,Eyehategod,SODKRQH12A6D227229,Left To Starve,-11.31,nan,97.916,0.074,0.496,1992,0.3903617873649767,247.01342
ARQWHQV122988FCC57,Mal De Ojo,SOZIAOG12A6D223AA3,Lekeitio,-6.206,nan,140.951,0.303,0.196,0,0.0,238.10567
ART9Z1P1187FB36C94,Edmundo Ros,SOCCIRN12AB018A7FE,The Wedding Samba,-9.905,nan,121.596,0.35,0.449,0,0.32363492332544525,170.37016
ARKMIBT11F4C8430D9,The Antlers,SOEYFCZ12AB017D780,Stairs To the Attic,-8.878,0.6030245814555001,80.023,0.08,0.42,2007,0.4669467031474548,277.99465
ARN8NCB1187FB49652,Lionel Rogg,SONYUSG12AB018AA7C,Prelude And Fugue In C Major BWV 545 : Prelude,-10.997,0.25583271296983257,77.754,0.725,0.846,0,0.2912710299960676,137.32526
ARD3ICK1187B9A56C9,Jimmy Riley,SOXRGPQ12A8AE459AE,The Love We Had Version,-13.633,nan,160.04,0.09,0.543,0,0.299705214086752,229.14567
ARZVEF91187B9AC770,Elliot Goldenthal,SOOJHOT12A8C137024,Vortex,-23.519,0.3231121208952123,79.35,0.025,0.428,2000,0.3929946225880104,92.86485
ARA0YAE1187B9B1D16,John Brown,SOIGXES12AB018B150,Uncle Interlude,-13.816,0.0,77.692,0.439,0.412,0,0.38718194162247555,24.47628
AR3AIEI1187B992D8D,Marilyn Horne / Wiener Opernorchester / Henry Lewis,SOLMLUW12AB017D7E0,Mon coeur s'ouvre à ta voix,-20.082,nan,106.504,0.478,0.468,0,0.3120444556762467,391.70567
ARML3X41187FB35F2E,Jason Mraz,SOCDAIR12A8C131F89,The Dynamo Of Volition [From An All Night Session],-13.163,0.6107640036524372,62.894,0.148,0.424,0,0.7934126227628732,263.00036
ARJJYQS1187B996882,Pyrolator,SOVLLLU12AB0185D84,Gold Und Silber,-8.826,nan,186.582,0.391,0.478,0,0.34776698016403446,167.28771
AR8ZTV41187FB3F311,James Scott Skinner,SOUUOSZ12A8C14378D,Triumph / Timour The Tartar / The Left Handed Fiddler / Speed The Plough / De'il Among The Tailors,-18.935,nan,133.953,1.0,0.826,0,0.0,184.52853
ARLDW6Z1187FB3F2A0,Abraham Laboriel,SOZYMNW12AB0186BD9,Guidum,-10.494,nan,182.774,0.479,0.444,1995,0.29837272098690754,423.26159
ARTVBNL1187FB52DF3,Grupo Batuque,SOPMZIK12AB017DEFE,Cavasamba Um (Edit),-17.437,nan,155.526,0.414,0.382,2005,0.32462448157429286,41.56036
ARIRD6J1187FB5A98C,Sugar Minott,SOCHRGA12AB017D5CE,All Kind of People,-11.706,0.0,121.284,0.187,0.412,0,0.38628965124618425,211.06893
ARXGWNG1187FB503A5,Ini Kamoze,SOKFNSG12A8C1379EA,Hole In The Pumpkin,-13.762,0.0,95.021,0.647,0.752,0,0.5079621447297824,234.84036
ARGBR4I1187B99D073,Mudhoney,SOEGWUQ12A5891CC6F,Between Me & You Kid (Album Version),-7.996,0.536032111708468,158.517,0.937,0.506,1993,0.47638910882585617,217.5473
AROPC1B1187FB567E3,Out Of The Grey,SOQXUNA12A6D4F9AFB,The One I've Been Waiting For (Diamond Days Album Version),-10.239,0.0,153.642,0.404,0.455,0,0.3338581245629411,252.62975
ARUGX5X1187FB468C4,Dino,SODNJFJ12AB0185841,Untitled,-1.723,0.3135621142479342,103.807,0.444,0.365,0,0.40981841145610814,406.38649
ARH09RT1187FB4A843,OV7,SOLQAPL12AAF3B3010,Una na na,-3.593,0.39200877147130697,99.995,0.192,0.476,2001,0.43144803456761877,239.67302
AR9XEVF1187B99D017,Borialis,SOVUPWB12A6701F623,Can't Break This Man,-5.4,0.552807662035434,151.805,0.841,0.688,0,0.4214151025424071,294.68689
ARV2X851187FB41A78,Open Hand,SOAUGJA12AB01869AF,The Ambush,-5.654,0.6189044181849415,154.211,0.493,0.523,2004,0.3778282154455152,136.98567
ARXW2MN1187B9B8817,X-ecutioners,SOJQTNZ12AB018115B,Play That Beat,-5.716,nan,76.166,0.09,0.499,2001,0.41693587166116425,286.77179
AROIHOI122988FEB8E,Mario Rosenstock,SOIVGSZ12AB017F898,Bertie's Pets (Bonus Material),-29.521,nan,49.171,0.273,0.452,0,0.04903438084848781,250.30485
ARKIYC51187FB4775A,Juice Leskinen,SOGSPRZ12AB0182944,Marilyn,-11.567,0.5292144714746677,180.8,0.673,0.626,1994,0.429149837002822,158.45832
AR8BMEQ1187B9B4214,Pumpkin Buzzard,SOEBMOR12AB018E580,Bladecrash Electrocution,-5.111,nan,68.936,0.853,0.935,0,0.24009840575296107,193.20118
ARTJJZZ1187B9BA5E7,Rishi Rich,SOSUVKW12A6D4F58BE,Come Here Feat. Jay Sean,-4.736,0.21772620160560094,107.011,0.558,0.448,2006,0.3313731698994171,201.92608
ARRH63Y1187FB47783,Kanye West,SOGWZBN12A6D4F6AB2,Through The Wire,-5.227,nan,166.037,0.766,0.474,2003,1.0825025567261237,271.25506
ARE8HA81187B99A95F,The Katies,SOGSBJL12A8C14477B,She's My Marijuana (LP Version),-5.419,nan,133.607,0.409,0.531,0,0.26237162548507353,216.29342
AR6OPE31187B9B9CB7,Los Hispanos,SOCCRRM12AB018E15B,El Aranero,-12.384,0.0,88.343,1.0,0.741,0,0.3028397596569658,242.28526
ARIRD6J1187FB5A98C,Sugar Minott,SOLKIQV12AC3DF5531,Mash Up Mi Life,-10.475,nan,156.972,0.0,0.205,0,0.38628965124618425,258.01098
ARWBL9E1187FB4E695,Paul Brown,SOKEOPP12AB017F799,Old Friends,-9.433,0.6499897555055976,122.623,0.516,0.693,2005,0.39749383498616,243.90485
ARD39VZ1187B9B9A57,Lloyd Banks,SOZYUKG12A6D4FB64F,South Side Story,-2.844,0.5794164719374757,85.366,1.0,0.695,2004,0.6011873778523937,250.74893
ARTDBI61187FB48479,Marvin Sapp,SOINLVO12A67020D31,In His Presence (LP Version),-6.677,0.25004276818008325,100.081,0.662,0.714,0,0.4596654567282773,263.65342
AREPD8D1187FB3F5BC,Sister Hazel,SOPXKFG12A58A78D97,Space Between Us (Album Version),-8.311,0.5319831933414861,127.707,0.574,0.629,1994,0.5098787078527026,303.98649
ARPTJHV11F4C83EF53,Mighty Diamonds,SOWJACU12AB018648C,Drifting Away,-8.815,0.2338068286156505,146.02,0.844,0.503,0,0.414609584706623,224.54812
ARODMZJ1187B9ACE8E,Terror Fabulous,SOWDYUR12A8AE481CB,Position,-11.71,0.6281250584184764,94.958,0.023,0.313,1995,0.29987825903512993,191.73832
AR0DTOH1187FB4B83A,Eddie Henderson,SOUIAWC12AB018810E,Beyond Forever (2004 Digital Remaster),-8.4,nan,98.436,0.005,0.217,0,0.3385424503209152,277.57669
ARSTA431187B9A3599,Kartik Seshadri,SOBGEIG12A6D4F6635,Raga Anandi Kalyan (Alap_ jor and jhala),-23.684,0.0,88.329,0.909,0.805,0,0.41165096106378257,1519.28118
ARA6BH81187B98F3AF,Modeselektor,SOIXCFZ12A8AE462F5,Tetrispack,-8.788,0.7685348911030918,205.972,0.723,0.508,2005,0.3957935459099355,256.31302
AR0B1CH1187FB3A824,Charlie Rich,SOIMQSC12A8C1344C4,Nice 'N' Easy,-11.537,0.21204540548371908,119.963,0.194,0.406,1997,0.44866907394031896,184.65914
ARBQPXY1187B98D67B,Kris Kristofferson,SOBEQOL12A8C140489,Darby's Castle,-19.991,nan,74.665,0.845,0.323,1970,0.49622434864396775,232.64608
AR46CAD1187FB4D84B,Bad Religion,SODFEAT12A8C139306,Doing Time (Album Version),-5.098,0.5926412033467617,121.805,0.492,0.449,1982,0.618219159411858,180.81914
ARXKVWH11F50C4974D,Saarbrücken Radio Symphony Orchestra,SOPDNNC12AB018A801,Phase (1972),-24.986,nan,59.478,0.331,0.269,0,0.0,827.66322
ARRX4FO1187FB58DD6,Jackie Davis,SOMLDOS12AB0181FBD,Night Train (Album Version),-13.613,0.26586104921065007,117.298,0.497,0.514,0,0.3257671803229243,159.81669
ARDW5AW1187FB55708,Shawn Colvin,SOZPXLH12A58A7A054,Sunny Came Home,-12.806,nan,109.154,0.162,0.356,1996,0.44673296759009207,250.69669
ARG8DXO1187B9AF743,Less Than Jake,SOOCUMC12A81C22FEA,Short On Ideas / One Last Cigarette,-1.977,0.4072330149011048,170.412,0.761,0.544,2002,0.5545643017205006,257.01832
AREV2491187B9B017E,Mobb Deep,SOVFRDB12AB017FF3A,Got It Twisted,-5.627,0.6628268927437269,103.433,0.113,0.233,2004,0.5001193350750798,224.62649
ARD5SR21187B9B5F4A,Irwin Goodman,SOJYPYH12A8C13D69F,Liverpoolin pokia,-4.398,0.0,155.735,0.722,0.775,1985,0.4328043103024764,157.33506
ARDM8331187B9B947E,Pedro Aznar,SOHRPJS12AB0180A12,Stand,-7.683,0.21508031850922793,110.178,0.063,0.299,1995,0.43773596834452544,194.61179
ARBXBQR1187FB56FA5,Bill Douglas,SOEDOYM12AB0189A92,Caroline,-23.771,0.0,106.117,0.722,0.697,0,0.343389814614625,185.67791
AR223M11187B9ADDD6,Marty Robbins,SOYBNLW12A6D4FC930,Have Thine Own Way Lord,-16.399,0.30416950343527516,83.053,0.011,0.276,0,0.4790459909954432,160.57424
ARDSWIE1187FB39056,Gang Starr Featuring Jeru The Damaja And Lil Dap,SOIVSQZ12A6D4F68BF,I'm The Man (Explicit) (Feat. Jeru The Damaja And Lil Dap),-15.55,0.609188864062718,95.301,0.216,0.292,1992,0.49117895374931125,244.32281
ARGCTOE122988F0925,Lenn Hammond,SOLABTF12A8C13A149,The Door,-7.622,0.0,154.356,0.929,0.774,0,0.27639457641031323,216.47628
ARENU9O1187B993B5E,Cool For August,SOUFVZJ12A6D4FA4FE,Don't Wanna Be Here (Album Version),-5.8,0.2242432404318505,124.22,0.461,0.199,1997,0.33319608853463123,214.7522
ARK0BT61187B9ACEC2,Monster Magnet,SOKSRWI12A8C146997,CNN War Theme,-5.75,0.5531667535007925,146.683,0.56,0.428,2004,0.5171704806315667,217.10322
ARIRD6J1187FB5A98C,Sugar Minott,SOCXRMP12AB018578E,Now We Know,-13.688,nan,163.848,0.021,0.218,2007,0.38628965124618425,193.93261
ARH3S5S1187FB4F76B,Nirvana,SOSMWDQ12A6701E981,Heart-Shaped Box,-6.89,0.5448559201192431,105.826,0.804,0.637,0,0.6613829243380245,281.65179
ARMGJ1W1187FB53EEC,Unison,SOIGESI12AB0184722,Girls Make My Hair Loose,-11.212,0.3552855364230894,116.432,0.648,0.551,0,0.36683271277339513,216.78975
AR72Q9R1187B98A664,Hatiras & Slarta John,SOIKYFC12A6D4F9864,Spaced Invader (Ian Pooley Club Mix),-5.378,0.2568661559403551,128.022,0.891,0.704,2000,0.3814678148235367,383.58159
ARAPH9U1187B9B34F0,Randy Travis,SOEQJUL12A6701D4CE,Down At The Old Corral (Album Version),-11.611,nan,104.799,0.529,0.578,1993,0.5432255210454612,198.76526
AR0CWSC1187B9AFE3F,José Augusto;Catia Guimma,SOGQJCQ12AB0188A27,Tudo Que Você Quiser,-5.962,nan,102.399,0.567,0.601,0,0.32246815446359933,256.15628
AR9A5TK1187B9AD07F,fIREHOSE,SOKXUNU12A8C131CD6,Tien An Man Dream Again,-10.99,0.4733465411087876,177.093,0.838,0.606,1991,0.3870083217942033,78.05342
ARE13NK1187FB4CF92,Alternative TV,SORWKHR12A8C141015,Nasty Little Lonely,-13.11,nan,105.288,0.657,0.478,1978,0.3491396018203556,305.71057
AR0569B1187B9A4036,Mike Bloomfield,SOKDRIH12AB0182247,Tell Me Partner,-21.361,nan,102.533,0.709,0.616,0,0.34751176451577365,320.1824
ARL6F541187B9ADC0C,Francky Vincent,SOODZJJ12A8C142894,Ma Garçonniére,-4.613,0.0,111.95,0.186,0.362,0,0.29908830573843337,207.90812
ARUKN9H1187B9B71C8,The Black Crowes,SOTWIIY12A6D4F8837,Nonfiction,-8.311,0.7558991575545869,163.204,0.561,0.446,1994,0.5364000107927084,256.20853
ARRXG5Y1187B9AA016,G-Unit,SOGWCWD12AB017FC95,Money Make The World Go Around,-5.871,0.22175611908353038,93.988,0.061,0.374,0,0.5344297136566577,254.09261
AR4FGSF1187FB528BE,Mat Kearney,SOAPAIN12A8C142D08,Never Be Ready,-6.81,0.6428595886074584,151.936,0.563,0.589,2009,0.543958210589227,215.74485
ARLHEM01187B9AFF5B,Conjunto Clasico,SOQIGAT12AB017AD52,Coquí,-15.732,0.23721136812294175,83.905,0.102,0.501,0,0.32395694826651694,245.99465
ARC87OG1187B99F540,Julie Roberts,SORTOKQ12AF72A545B,Unlove Me,-10.002,nan,122.022,0.89,0.719,2004,0.42159599204259773,192.46975
ARX2DLI1187FB4DD03,The Presets,SOJORVL12A8C143582,If I Know You,-7.168,nan,128.976,0.456,0.497,2008,0.5244494707134351,351.32036
ARB0OOC1187B98B2C4,Lily Holbrook,SOZPSZK12AB0187881,Smoke Screen,-9.823,nan,118.268,0.775,0.691,0,0.3921419364359086,242.83383
ARFAKQ01187B990163,Georges Delerue,SODORVB12AB0181F05,Ouverture,-13.074,0.0,141.652,0.216,0.348,0,0.3735271701536804,113.73669
ARGIABO1187FB4B3B5,Ronnie Milsap,SONFXQX12AB01872A4,Up To Zion (High Key-Premiere Performance Plus w/o Background Vocals),-6.652,0.0,88.947,0.559,0.566,0,0.49769050699763745,171.25832
ARALUUG1187FB58696,Irma Thomas,SOKANHN12AB01841D0,River Is Waiting,-5.762,nan,103.206,0.49,0.564,2008,0.4411063591444711,240.69179
AR5WPYF1187B9B40DA,VHS Or Beta,SOVIJEZ12A58A7F35C,Solid Gold (Evolution Mix) (2005 Digital Remaster),-6.992,0.0,126.984,0.026,0.277,2002,0.42197396827851685,508.02893
ARLWR721187B9A03C9,T.G. Sheppard,SOBNEYA12AB01865D5,Only One You,-14.301,nan,96.027,0.294,0.421,2002,0.34328188178708335,196.62322
AR2TT8P1187B9B624D,O'2L,SOWRIBC12AAF3B2725,Little Edith,-9.344,0.0,130.091,0.834,0.767,2005,0.29149863156022204,290.08934
AREHK7O1187B9ADDD7,The Cardigans,SOPFURM12A67020D2A,Iron Man,-10.175,0.6496750617831585,137.342,0.485,0.439,1996,0.5283022622842384,259.76118
ARDL6T21187FB36FDD,Clifton Chenier,SOJOIZR12A8C13E554,Johnny Can't Dance,-4.231,nan,116.517,0.23,0.389,2001,0.37743297157943834,281.15546
AR4GAFY1187B9B639D,B.B. King,SOFSDJY12AAF3B4381,Please Remember Me,-10.241,nan,132.115,0.069,0.4,0,0.5422899334343946,192.88771
ARGXLDE1187B99244E,Zen Lemonade,SOOWUYK12AB017C5E3,Brazil Mon Amour,-9.535,0.0,134.21,0.071,0.491,2001,0.37002745878809723,493.7922
ARLGIX31187B9AE9A0,R. Kelly & Jay Z,SOXKMLO12AB017FFDB,Honey,-3.38,0.4191258929591558,95.464,0.102,0.345,0,0.8156815314052113,242.15465
ARVI9KK1187B9AACB4,Jan Wayne,SOSEDLD12A8C13E168,Mad World (Money-G. Remix),-5.085,0.27744936797355096,140.013,0.433,0.241,0,0.40411690960593694,495.38567
ARNE16X1187B9B2DEE,Jimmy Cliff,SOAVWUZ12A8C142B45,Take Your Time feat. Yannick Noah,-6.874,0.3347065490692206,211.986,0.657,0.611,0,0.46678421162847866,193.64526
ARJR7S11187FB36A2A,The Forms,SOWYVJI12AAF3B4873,Innizar,-9.073,0.3943948561005826,78.134,0.716,0.705,2003,0.41252805157967043,208.14322
ARN8NCB1187FB49652,Lionel Rogg,SOTBVZW12A8C1360F0,Toccata Et Fugue En Ré Mineur BWV 565,-15.872,0.21204540548371908,92.924,0.639,0.721,0,0.2912710299960676,499.51302
AR392MV1187FB3C3FE,Connie Francis,SOWCQMT12A6D4FC2BD,Embraceable You (LP Version from 'When The Boys Meet The Girls'),-15.754,nan,73.183,0.442,0.554,0,0.45608051982394404,135.47057
ARVNBNU1252CCFA156,Larry The Cable Guy,SOFLKLL12AC468B353,Bass Pro Shop & Wal-Mart,-12.149,nan,62.018,0.0,0.0,2009,0.32046018239456114,148.37506
AR879VR1187FB4DC8B,The Kirkbys,SOGQMIF12A8C13C401,Penny In My Pocket,-8.251,nan,129.393,0.086,0.348,0,0.0,154.3571
ARWV0Q11187FB4CDCE,Arc Angels,SOWSZIC12AB0186D86,Nadine,-7.183,0.26586104921065007,118.372,0.881,0.607,0,0.34936636110900054,309.41995
AROSGVP1187B9B011F,The Clancy Brothers,SOLGING12AB0182723,Marie's Wedding,-21.511,0.0,92.326,0.0,0.262,0,0.40895583313300066,164.07465
AR4GP451187FB3F2BB,Andy Griffith,SOJGOAY12A58A79479,I Love To Tell The Story  (Love To Tell The Story Album Version),-15.661,0.0,105.129,0.709,0.246,0,0.31060034368783074,173.7922
ARGCEOR1187B9A4E7D,Eric Demarsan,SOQRHIO12AC4689255,L'ombre d'une chance,-13.345,nan,117.311,0.636,0.477,2005,0.3005187105723339,150.17751
ARAGMIV11F4C843F78,"Myrick ""Freeze"" Guillory",SOOJKNX12A8C132425,Queen Ida Introduction,-23.347,nan,111.542,0.181,0.126,0,0.2168288859860431,55.50975
ARB2M051187FB56FA9,Ice-T & Chuck D,SOZGOKA12A6D4FC7B7,Round Two Wrap-Up,-13.276,0.0,109.135,0.065,0.39,0,0.42272137011677613,26.01751
ARIH5GU1187FB4C958,Silverchair,SOKWVAH12A8C1332B0,Suicidal Dream,-7.711,0.6642869343270507,97.643,0.395,0.535,1995,0.536219992815098,191.9473
ARUJ5A41187FB3F5F1,U2,SOAATRN12A6310E897,New York,-7.165,nan,125.088,0.169,0.534,2000,0.7503115032482077,343.27465
ARJ1W5M1187FB458F3,Sweet,SORTNEK12A58A7932C,Do It All Over Again,-5.425,0.21508031850922793,150.116,0.8,0.596,0,0.5085582524725953,265.97832
ARJ7SQ31187B9AF432,Billy Bragg & Wilco,SOSIMGO12A6D4FB491,She Came Along To Me (LP Version),-7.46,0.4137398358601097,119.066,0.449,0.453,0,0.5291959222813954,207.98649
AREOGMA1187B9908EF,Hot Tuna,SODMNRZ12A8C140C7A,Extrication Love Song,-5.807,nan,93.532,0.728,0.802,1976,0.40517835890761195,270.96771
ARQI3OI1187B99DB1A,Götterdämmerung,SOWDTGB12A6D4FB2AD,Skincree,-6.942,0.5822242802136742,137.846,0.431,0.364,0,0.4288631095266167,250.14812
AROGHQQ1187B9890E3,Mil,SOEQBUC12AB0181D21,Dis moi,-5.041,0.0,199.747,0.591,0.349,0,0.2716648787085755,200.56771
ARCYQ1P1187FB3F3CA,The Twinkle Brothers,SOTDNJJ12AAF3B3748,Under World Dub,-11.837,nan,88.355,0.484,0.31,0,0.3230171966882887,186.8273
AR1VCLT1187FB4C8AC,Tum Tum,SOTOXLZ12A8C1436B7,Lil Stuntin,-16.408,nan,87.716,0.629,0.229,0,0.35062894689721674,206.28853
ARPPIDW1269FB37D97,Mr Dubz,SOXKDRR12AB0181712,Diss Location,-6.481,nan,87.99,0.01,0.298,0,0.0,293.72036
AR6PJ8R1187FB5AD70,Shakira,SODOXQL12AB01843D3,Did It Again (featuring Kid Cudi),-5.243,nan,137.935,0.367,0.556,0,0.8042197974467215,242.02404
ARBJSO81187B9BA09B,Soda Stereo,SODJAUI12AB0188C5E,Persiana Americana (Live),-11.947,0.2707759989463275,104.521,0.468,0.429,1987,0.46682699252718746,343.562
ARLKMZE1269FB37388,Die Bandbreite,SOYMYOU12AB01883E3,Recht auf Lungenkrebs,-9.839,nan,131.784,0.679,0.628,0,0.29411482768319097,181.08036
AR2PNSZ1187B9AF0A4,Pardesi,SOOTDLW12AB017DBF3,Pardesi Pind Wich Ageya,-13.242,0.0,98.824,0.14,0.079,0,0.2563503629041404,254.9024
